lead_id,origin,first_contact_date,first_contact_month,is_converted,num_days_to_convert
04e85c80a49b7b5a54537facf38a28b8,social,2017-10-26,2017-10,0.0,
af2de23c98a456d8fe1171e3e0395e32,organic_search,2018-05-02,2018-05,0.0,
a1950012395742fd71f4fdd4cba9414e,email,2017-08-22,2017-08,0.0,
95fcfe6012d7851f874cde5d3cb7e980,paid_search,2018-01-17,2018-01,0.0,
065940d7612634b4e81f593f6ce19418,paid_search,2018-01-27,2018-01,0.0,
d802a3e63c700493242d9d104389c7df,email,2017-09-12,2017-09,0.0,
309eabc665c773760a1c0e4e318df2ad,organic_search,2018-04-29,2018-04,0.0,
71d54f4b09795d02cbc6959c1145e886,display,2017-07-14,2017-07,0.0,
42c089a7e6899fe52a40bbbf7148e4e2,organic_search,2017-11-24,2017-11,0.0,
232049f5aff15800ce41a9a7c4cf6730,social,2018-02-21,2018-02,0.0,
9221cc350ac177eee820422285504985,social,2018-05-05,2018-05,0.0,
0138fa79ed7cc7113e031e4ac11bd26a,,2017-07-07,2017-07,0.0,
de5217ec03f9420c3a82973ef073279b,paid_search,2018-03-22,2018-03,0.0,
e8432fb72c61c9066957124e5a420a05,,2017-10-09,2017-10,0.0,
ffc87aa6d02f68087d1978176980b783,referral,2018-01-14,2018-01,0.0,
b34c9107f787d3a7ac13ba69ce65434d,display,2017-07-20,2017-07,0.0,
4e4e70d504b4c0006c8287dedc99d0fc,social,2018-02-04,2018-02,1.0,24.0
303d834ae7ba59a8233f9b0bd60998fe,social,2018-04-14,2018-04,0.0,
b19589a2ef8be9a8f2f3bace66d77e77,other,2017-10-27,2017-10,0.0,
2f54574b6d12a25b2129c3466f9979fa,paid_search,2018-04-09,2018-04,0.0,
408a9c4a79800232ac656249af3162eb,paid_search,2018-02-21,2018-02,1.0,2.0
e1b0e6b958ea38f4dae5f9d24730ef05,social,2017-08-12,2017-08,0.0,
ecb369befefc67e57056c2c89ab1af20,display,2018-03-08,2018-03,0.0,
d94500cbf74c4ea234acc780c04913a2,social,2018-05-15,2018-05,0.0,
24a0f25cbb04c099f7ad15dfb0447ba1,social,2018-04-23,2018-04,0.0,
550087d2dcb6ff5567452f2efcadb8c4,paid_search,2018-05-16,2018-05,0.0,
b3e31e79453990477407f7baa2c27d70,email,2018-02-19,2018-02,0.0,
3f54048b64be285aa15f4347fa284817,email,2018-04-17,2018-04,0.0,
84094c9f8dc82c57cae08d3cd0acb96f,social,2018-04-28,2018-04,0.0,
dc26c5197ace46abe960095b7a46a8e9,direct_traffic,2017-12-14,2017-12,0.0,
f9e00dc9c33ce95e5a4645771b81bc1d,email,2017-11-13,2017-11,0.0,
cac06d4ace00a7b39564429b57e07a72,paid_search,2018-02-16,2018-02,0.0,
c556184b3fe2087834850b68fa435cee,direct_traffic,2018-04-15,2018-04,1.0,37.0
d256e49359ddb82dc0659cb2061cb2ee,organic_search,2018-01-31,2018-01,0.0,
740bddcc602c597abda096a90ebb476a,paid_search,2018-03-21,2018-03,0.0,
3eed6d27b0b2dd008c1be88cce8245fc,social,2018-05-11,2018-05,0.0,
27424f3a283c39027eb12a690d4b6d39,social,2018-01-19,2018-01,0.0,
8155cf9d25c763ee101e424ec5cac948,direct_traffic,2018-04-05,2018-04,0.0,
d3cc126a20cc1d4c30246461bd4424bb,social,2018-01-02,2018-01,0.0,
6e4fd1f8d7082b92ba9842ab88aab57e,organic_search,2018-01-14,2018-01,0.0,
4a64e3c8f85fa662586e8998b3a9bb77,direct_traffic,2018-03-06,2018-03,0.0,
eea86d31fb5dda6d18f0e716591310c4,email,2018-03-13,2018-03,0.0,
f0d4c58768543ca9483599f6f9410980,social,2018-04-04,2018-04,0.0,
6ba667e88fcf8fa9c8d633ca5f198a48,email,2017-11-13,2017-11,0.0,
b20ec3227487235bbe4117ced1337719,social,2018-03-18,2018-03,0.0,
051c04b3816292c5145c6fe53c025719,social,2017-11-30,2017-11,0.0,
567d9451c6f346cf203e6143455a6653,organic_search,2018-04-01,2018-04,0.0,
a835b85d71f258f45c97a98864ad067b,direct_traffic,2017-09-19,2017-09,0.0,
5003a4ae7ba6a9b3f0eb6b463cf09aeb,organic_search,2018-04-12,2018-04,0.0,
d2d0cd4ce0710569cf620c2a4f598aa8,paid_search,2018-01-25,2018-01,0.0,
67455a0673f5cf26deae5b270c003e83,direct_traffic,2018-01-23,2018-01,1.0,142.0
9bcdf1b62703e7e48976eb9dd86ebb3e,referral,2018-02-27,2018-02,0.0,
7b889da86fa368b083e6b41f1c879fa9,organic_search,2017-07-17,2017-07,0.0,
4e253f59ce72377038ab855694e4903c,social,2018-04-01,2018-04,0.0,
84ea3a7910c3ca971d4718adf0f707f2,direct_traffic,2018-04-23,2018-04,0.0,
5a9fa2197c5e405543c00bd501751082,display,2018-01-19,2018-01,0.0,
ebb72d4bfba370aecb29bc7519c9dac2,paid_search,2017-10-05,2017-10,0.0,
216cbd05fb1918ba700506718cd8d915,social,2017-08-10,2017-08,0.0,
ff7909ee83a27657cc43a3d5dad7c4e3,paid_search,2018-02-20,2018-02,0.0,
a9ff8314bd4af3bf87c9037dceceff53,paid_search,2018-01-10,2018-01,0.0,
01262c816d03a88372753fac1d70f02d,organic_search,2018-01-10,2018-01,0.0,
6e61e57c1a5ea6fa42bf249242440e91,paid_search,2018-03-29,2018-03,0.0,
8f1eb4568b6b9604a802e083eaf45f51,social,2018-01-12,2018-01,0.0,
4259f88ec5599c3e58266f349beceb45,paid_search,2018-05-11,2018-05,0.0,
78d3e5766f355ed5b69199a2df00382b,email,2018-05-23,2018-05,0.0,
388823cb9249d4cebc9d677a99e1d79d,referral,2017-10-23,2017-10,0.0,
d3edd466842655ec6dc7ac0590baf52d,paid_search,2017-09-25,2017-09,0.0,
8a91157161fc4306d68471c4773a41dd,email,2018-03-01,2018-03,0.0,
ba08e773374e74b0609b9668df3cd163,paid_search,2018-01-22,2018-01,0.0,
7bd93a032fe572ca1d65f0ea7ee5c0b5,direct_traffic,2018-01-07,2018-01,0.0,
3348eb92c98456b4ef8930705f073148,organic_search,2018-01-25,2018-01,0.0,
c4a6424fad3db0bab7b55785a0c6680d,organic_search,2018-01-08,2018-01,0.0,
58d2090ece6d4b4a64b9af4763e6661b,organic_search,2018-04-05,2018-04,0.0,
21ec62fa8ae57a1439eec4f09c704806,email,2018-05-22,2018-05,0.0,
ab11f58a6bf7036a656364b0ba68fb74,paid_search,2018-04-05,2018-04,1.0,5.0
11c3bc83e4a0ecfb01176e866d97435f,social,2018-01-12,2018-01,0.0,
c858c3ad63668cb33842d65de826d804,direct_traffic,2018-03-26,2018-03,0.0,
d3b5cb5dec3aa02af6dd16a5738b6b04,email,2018-05-26,2018-05,0.0,
472a3b0078de94d9743715bad1d9fb90,paid_search,2018-05-28,2018-05,0.0,
9d120ada9eb2da286352159f945234ef,referral,2018-02-28,2018-02,0.0,
3de3b7d9e1ec9e717cf6f5182c9546ad,organic_search,2018-01-13,2018-01,0.0,
d60c24a3d320c44bcd724270bc61f703,social,2018-02-16,2018-02,0.0,
d7de8d1ac85f7464b6f972987b047296,paid_search,2018-04-13,2018-04,0.0,
f3ed1977e3554ea76e333ff63ff2e940,social,2018-05-09,2018-05,0.0,
648065d6b81ecfa8cc16a36a1aadb0a1,direct_traffic,2018-04-27,2018-04,0.0,
c89fb04b571d162cd3719a4b06ec8422,organic_search,2018-03-16,2018-03,0.0,
f87153f5ba67f0dfc90e9e562afc430e,social,2018-04-10,2018-04,0.0,
be8e18628d3b1e19f8f9eb2ae7d913ca,display,2017-10-07,2017-10,0.0,
de3358cacdad583d84eb857858d15771,organic_search,2017-12-06,2017-12,0.0,
f0a864c2092c2885179523674f580428,social,2018-04-13,2018-04,0.0,
a1c0274ecb47b9b7c3b3f97ae6756cd3,organic_search,2018-03-16,2018-03,0.0,
fd8b568e665b8506d640290c654c51c7,organic_search,2018-05-07,2018-05,0.0,
84f11ceb99dafe222dde3767eb4fe663,,2018-03-26,2018-03,0.0,
5bae7561597d0a52e9b41ca506b33302,organic_search,2018-03-11,2018-03,0.0,
308aa0735742812f56e74349bb84c3e8,social,2018-05-07,2018-05,0.0,
17e2f490c88a85e1a0872d7e5431e374,organic_search,2018-01-05,2018-01,0.0,
bae38661a27f6228ba38c36e766ed769,social,2018-02-18,2018-02,1.0,204.0
ac10e665742d961d630f9d86307dd3b5,paid_search,2018-04-05,2018-04,0.0,
263674f3b69459e3f1d42bccb8996777,social,2017-08-27,2017-08,0.0,
450b97a48568c3118ff397f73abe4e4a,referral,2018-04-03,2018-04,1.0,7.0
17d6278aaf26be24980654e102a111fc,other,2018-04-18,2018-04,0.0,
a082c0a47eb5379353243b15bf77c560,referral,2017-09-06,2017-09,0.0,
99ba5c4097c6b8fef5ed774a1a6714b8,,2018-05-26,2018-05,0.0,
012849d3021dca5ddefa4d967324caeb,social,2018-05-12,2018-05,0.0,
9878253904482726e741460a99adba86,organic_search,2018-01-22,2018-01,1.0,4.0
4f7ef7308c8eb7e5e3730a15a66c0fb3,paid_search,2017-10-06,2017-10,0.0,
b9121f1db9d4771da790da05438d0e05,organic_search,2018-05-31,2018-05,0.0,
daceb01279633a581b12e34aa3653c6e,organic_search,2018-01-18,2018-01,0.0,
93f97410020f1aeb261aa376df54f44d,other,2017-07-21,2017-07,0.0,
ed3d878bf23177e7075ce07578841047,organic_search,2018-05-09,2018-05,1.0,2.0
27e5a42dc357dc9ec3ef7366ac382854,social,2018-04-16,2018-04,0.0,
c3d01570a1a71215cb64c07a96727e26,other,2018-05-17,2018-05,0.0,
ad0ca0bad566bac4acce21e459b10e16,email,2017-11-13,2017-11,0.0,
119ce5d79e3c006a9e46967bff271cb2,organic_search,2018-05-24,2018-05,1.0,26.0
6c489ad0aa78ee6e196e8406aea36aae,organic_search,2018-05-02,2018-05,0.0,
781a0d5b385137b6e05971f024a4d4f1,social,2018-05-03,2018-05,0.0,
5fd89bebd9cf4213e2b78e174d6f9c49,social,2018-04-04,2018-04,0.0,
1f4e960dc47c49ab5c2a495e00055f64,organic_search,2017-12-15,2017-12,1.0,54.0
c8dd7f060ba06a66113c6fa328cc0dcb,social,2018-03-06,2018-03,0.0,
37d5fa050fb58c769c3d89b398687e73,paid_search,2017-11-28,2017-11,0.0,
05d287893f5f083739da863da2c4b6f8,social,2018-03-29,2018-03,1.0,18.0
4f5a7f55aa8a4a5f912df8eda4602239,social,2018-01-04,2018-01,0.0,
3f616bcb8ecb6fad8367737ff0cbcf81,social,2018-01-30,2018-01,0.0,
fa4dbc17e5005a96e83003e98cea1340,paid_search,2017-10-03,2017-10,0.0,
6077a0d6025b48d2191714d5813492a8,email,2018-05-22,2018-05,0.0,
385166c2515d9fb7d6e7901f20adf8f6,paid_search,2017-10-06,2017-10,0.0,
485c9dd9f966911391e65c4f24f46abe,organic_search,2018-04-05,2018-04,0.0,
fc64004dee3fa6dec3cf0a018f64f1cd,organic_search,2018-02-05,2018-02,0.0,
02cf7b95eaf630256990316ef6d5bcb3,paid_search,2017-10-31,2017-10,0.0,
fcac261edd107969dab8b6254f7716df,paid_search,2018-04-13,2018-04,0.0,
1c4196d0ff7fe4e94bdca98fb251bc25,organic_search,2018-04-20,2018-04,0.0,
d4aa3819fa81ce7edefa6cd564645656,social,2018-05-16,2018-05,0.0,
666c2c266ab32178f0a6e523a5be1475,social,2018-02-13,2018-02,0.0,
8d5679179e529f9ed2dfd332a526f51f,social,2018-04-13,2018-04,0.0,
53db20e7751970e0f8af8902cd7aad34,organic_search,2017-11-09,2017-11,0.0,
1c866cbb2df9ad14941c2f7d1ee0b027,paid_search,2018-03-20,2018-03,0.0,
4bc2d171e7cff7fa3c2c4bd0bf5dabc4,,2017-07-27,2017-07,0.0,
cfefe028584e7a3f406e1096e7daaaff,direct_traffic,2017-09-24,2017-09,0.0,
977f18da3bd9a7e87b4642054cd03f91,direct_traffic,2018-03-22,2018-03,0.0,
dfeb99cdfcf6f7fc01785f979eff8ea3,email,2018-04-04,2018-04,0.0,
46c4e6a9d4e1392f1f86747329e15ab0,organic_search,2017-08-03,2017-08,0.0,
af5ac7432f2b60611a2b2081da85bdc0,paid_search,2017-10-27,2017-10,0.0,
6a94e24f5ca3ea4ec201480618095de8,paid_search,2018-03-10,2018-03,0.0,
59c0665c39a2bb9c8776d66f4e8b8f66,direct_traffic,2018-01-10,2018-01,1.0,43.0
4424206bb5705836a4bced27f9dfa350,referral,2017-10-02,2017-10,0.0,
a060a959e2593a9036a4a9a449f9b304,organic_search,2017-10-19,2017-10,0.0,
8bc33f5058873fd28b557a2ba59a8795,social,2018-04-14,2018-04,0.0,
f4829b9504d0ec0985719d9a7e2455a2,email,2018-04-19,2018-04,0.0,
fa9032f8af3c9bd9029241db3cc8a38b,paid_search,2018-05-25,2018-05,0.0,
4151b0029636a1c55afcce9283ac7902,organic_search,2018-02-05,2018-02,1.0,7.0
d8eab7a13d4255428253eef1b2e64b0d,referral,2017-07-16,2017-07,0.0,
b5ab45423ffb576accdb554b967cdad5,email,2018-01-31,2018-01,0.0,
fc4166d1b1e192f650ee2d807b54c943,social,2018-01-16,2018-01,1.0,23.0
e129fb3798d317171dc9bd7d2cb43de3,organic_search,2018-02-04,2018-02,0.0,
965ebc53a9938fc4cabbc213f8091bfe,organic_search,2017-11-14,2017-11,0.0,
676a5420f160ad3e229d508cd3aefb1f,social,2017-12-31,2017-12,0.0,
2a6d26dfcf166f3e15e7bfeaaf8e55e0,organic_search,2018-01-25,2018-01,0.0,
85e43237b3fb87d881c757f44f1b0357,paid_search,2018-03-26,2018-03,1.0,11.0
71de73700199314daad7658522640fa5,social,2018-04-28,2018-04,0.0,
2252b347a04841cf0c35467a47d2cc29,paid_search,2018-05-25,2018-05,0.0,
2a305437dff38f3b83f52900567a91ed,organic_search,2017-08-15,2017-08,0.0,
173e097f39844e299a745824e4c90e04,organic_search,2018-05-24,2018-05,0.0,
a2ee868039973701dbacf41a3c5af4ba,social,2017-08-31,2017-08,0.0,
d21f9fc127b9849fddfaf59354916108,paid_search,2018-04-02,2018-04,0.0,
7db4802a643d0f1c44c58047d03b81fc,referral,2018-02-12,2018-02,0.0,
f14155e842ad13c13a8025b93e6803e3,referral,2018-02-19,2018-02,0.0,
5a15c204653a7a3c7f4d7b5a353761b9,organic_search,2018-05-12,2018-05,0.0,
0e496a795b47fd07c94a87ad94ac683d,paid_search,2017-10-31,2017-10,0.0,
14f5c9b660813801b453b5903af18ca7,organic_search,2017-08-05,2017-08,0.0,
33326cedeb66cb0ac593d182ccd68bd0,organic_search,2018-04-20,2018-04,0.0,
10becf01d442fc47e00f8d7737cebc86,organic_search,2018-01-08,2018-01,0.0,
876c3685305c9c95d755a248bc538757,paid_search,2018-04-10,2018-04,0.0,
9a8da182a6185560f43cda94c19017eb,organic_search,2018-05-28,2018-05,0.0,
9ce2e101957dc53e3e89cc8e1599aa60,paid_search,2018-04-12,2018-04,1.0,1.0
32b586f1cd4f9b692394beb92839893f,direct_traffic,2018-05-17,2018-05,0.0,
79183395bdfe7ed1995bec9ac7f4390c,organic_search,2017-12-29,2017-12,0.0,
9a6b65aedf8177783035f3a53ca21ed1,organic_search,2018-04-11,2018-04,1.0,7.0
7e94cbdb257cdd17c06f5ccf9daf9ce0,direct_traffic,2018-03-20,2018-03,0.0,
0ecf4782361ab6e015c2cb6784e211f6,social,2018-05-19,2018-05,0.0,
4bb1ec1ff58ad39558e8468054bfc469,organic_search,2018-01-13,2018-01,1.0,187.0
bf3c81428767d81d5d6907315cb587ee,referral,2018-03-14,2018-03,0.0,
84938d56e120e9646c900a13a97a8e29,other,2018-03-12,2018-03,0.0,
9aed5f6c4e7930b325c5e4ae3b95c606,organic_search,2018-01-09,2018-01,0.0,
572c4588735cdf3f37ebf333b8af21da,paid_search,2018-01-21,2018-01,0.0,
1df51bfdf508045bda96f0d958cd2304,paid_search,2018-05-14,2018-05,0.0,
7da40ff2a805afdf21de807946db633e,referral,2018-03-26,2018-03,0.0,
896477f8366bf6686fbe26170b963aab,organic_search,2018-05-30,2018-05,0.0,
b2c74b6da800cc1e5843266f1e2ed397,social,2017-11-28,2017-11,0.0,
3998f40ab605512d599d8b96550e084d,referral,2018-04-07,2018-04,0.0,
85c018bd6f55029030e522d8abc257ee,organic_search,2017-12-30,2017-12,0.0,
3d0eeba9fbf04877c4a4508a64a744e7,social,2018-03-13,2018-03,0.0,
a3cc79744b9531687efac69c127a109c,email,2018-01-17,2018-01,0.0,
41e915bdc1287ca29865bcfb89f7d9ac,paid_search,2017-12-20,2017-12,0.0,
2df4048783c862151dba71e1c66fabf5,paid_search,2018-04-09,2018-04,0.0,
2fe2b2d2da35bcee61d38adc72c9877b,email,2018-01-03,2018-01,0.0,
9c5e3b9262fb2d25dccd1013fa892390,organic_search,2018-01-13,2018-01,0.0,
2d22e9d2d9a9c6d9b5b484af696a00ba,email,2018-03-09,2018-03,0.0,
f61cdbe6c7ec2049160dbb993d0702b5,social,2018-01-31,2018-01,0.0,
9b316a2cacfb19a4e8dcf917278bd816,social,2017-11-16,2017-11,0.0,
009523565f11c6c933850f411b71acf6,organic_search,2018-01-02,2018-01,0.0,
d5fe8b674699f542537c1694284ea239,organic_search,2018-01-13,2018-01,0.0,
71b1f7deb752aa14e2168e080eccc306,organic_search,2017-10-25,2017-10,0.0,
697a66357bec1e44ce8828e6872df81a,email,2018-01-12,2018-01,0.0,
9cdbcc9724d284c630cf44c29ba6270a,paid_search,2018-04-09,2018-04,0.0,
1ca029f8d52a7b0cf97a4e2b09ae4042,organic_search,2017-11-18,2017-11,0.0,
23414d42e8f06e0c336782b0069ef22f,social,2018-04-03,2018-04,0.0,
ca03af8849850be6800c4ac485573b74,organic_search,2018-05-09,2018-05,0.0,
17c7fa4c1f220efcfa8201d8e834c0ca,paid_search,2018-04-09,2018-04,0.0,
39e42960b233b6999d195eae85d7290b,organic_search,2018-03-26,2018-03,0.0,
a0f6825d01e9cb9eecbaca4589bff5ae,paid_search,2017-11-16,2017-11,0.0,
f473cce8e1fe128830d36a2c5216b213,organic_search,2018-05-15,2018-05,0.0,
bc6ed32af5e74a9eae9accaab95902fd,social,2018-03-09,2018-03,0.0,
ee5e316ecc89554a4609fa2f56eb3ca5,organic_search,2018-04-30,2018-04,0.0,
5efb0f62e1610132b3e348846cb307f0,organic_search,2018-05-09,2018-05,0.0,
bdb253b49526c46fc0002d521a469b20,direct_traffic,2018-04-16,2018-04,0.0,
ff36b41817811eaa7d22ac0b6b435c77,organic_search,2018-03-23,2018-03,0.0,
19e3cf8b3c580aa7d8eb4d405fd3951b,other,2018-01-23,2018-01,0.0,
59f807bae2fef0c6f451c5b365c57a7d,organic_search,2018-03-24,2018-03,0.0,
564d821b70f17d228316b4584180987c,paid_search,2018-05-17,2018-05,0.0,
9d73c511c577700b0c7a8bc05e3a2b08,email,2018-03-26,2018-03,0.0,
890b79afd491c5448a12afa41458c240,organic_search,2018-03-26,2018-03,0.0,
0db6221b4c53369646ff603fcaa8981d,direct_traffic,2018-02-22,2018-02,0.0,
435c432b351913966c38108cf077eafe,social,2018-04-09,2018-04,0.0,
